text,label
"I'm an outsider, outside of everything I'm an outsider, outside of everything I'm an outsider, outside of everything Everything you know Everything you know It disturbs me so I'm an outsider, outside of everything I'm an outsider, outside of everything I'm an outsider, outside of everything Everything you know Everything you know It disturbs me so Everybody tried to push me, push me around Everybody tried to put me, tried to put me down All messed up, hey everyone I've already had all my fun More troubles are gonna come I've already had all my fun Oh yeah, yeah, yeah Everybody tried to push me, push me around Everybody tried to put me, tried to put me down I'm an outsider, outside of everything I'm an outsider, outside of everything I'm an outsider, outside of everything Everything you know Everything you know It disturbs me so",Ramones
"Now when you're feelin' low And the fish won't bite You need a little bit o' soul To put you right You gotta make like you Want to kneel and pray And then a little bit o' soul Will come your way Now when your girl has gone And you're broke in two You need a little bit o' soul To see you through And when you raise the roof With you rock and roll You'll get a lot more kicks With a little bit o' soul And if your party falls Cause there's nobody groovin' A little bit o' soul and It really starts movin', yeah! Now when you're in a mess And you feel like cryin' Just remember this little Song of mine And as you walk through life Tryin' to reach your goal Remember what I say 'bout A little bit o' soul And if your party falls Cause there's nobody groovin' A little bit o' soul and It really starts movin', yeah! A little bit o' soul A little bit o' soul A little bit o' soul",Ramones
"I was feeling sick, losing my mind Heard about these treatments by a good friend of mine He was always happy, smile on his face He said he had a great time at the place Peace and love is here to stay and now I can wake up and face the day Happy-happy-happy all the time, shock treatment, I'm doing fine Gimme-gimme shock treatment Gimme-gimme shock treatment Gimme-gimme shock treatment I wanna-wanna shock treatment I was feeling sick, losing my mind Heard about these treatments by a good friend of mine He was always happy, smile on his face He said he had a great time at the place Peace and love is here to stay and now I can wake up and face the day Happy-happy-happy all the time, shock treatment, I'm doing fine Gimme-gimme shock treatment Gimme-gimme shock treatment Gimme-gimme shock treatment I wanna-wanna shock treatment",Ramones
"I'm trapped, I'm trapped and I'll never get out no more I'm trapped, I'm trapped and I'll never get out no more I really wanted to be special I really wanted to live in heaven I thought that I could be so free But all of this coming back on me I'm trapped and I'll never get out no more I'm trapped, I'm trapped and I'll never get out no more I'm trapped Bring all the screaming babies I'm trapped Bring all the dangerous ladies No drug, no drug, no drink's gonna help me no more No drug, no drug, no drink's gonna help me no more I'm trapped in a land Trapped in a land Trapped in a land And I'm trapped in a band I'm trapped Let's hear it for Johnny He's got a mortgage He's got a house Oh no He's got a house There goes the little boy inside Goodbye, little boy Goodbye, little boy Goodbye, little boy Goodbye, little boy Goodbye, little boy I'm trapped I'm trapped, I'm trapped and I'll never get out no more I'm trapped, I'm trapped and I'll never get out no more I'm trapped, I'm trapped and I'll never get out no more I'm trapped, I'm trapped and I'll never get out no more I really wanted to be special I really wanted to live in heaven I thought that I could be so free But all of this coming back on me I'm trapped and I'll never get out no more I'm trapped and I'll never get out no more I'm trapped, I'm trapped and I'll never get out no more I'm trapped, I'm trapped and I'll never get out no more I'm trapped Bring all the screaming babies I'm trapped Bring all the dangerous ladies No drug, no drug, no drink's gonna help me no more No drug, no drug, no drink's gonna help me no more No drug, no drug, no drink's gonna help me no more No drug, no drug, no drink's gonna help me no more I'm trapped in a land Trapped in a land Trapped in a land And I'm trapped in a band I'm trapped Let's hear it for Johnny He's got a mortgage He's got a house Oh no He's got a house There goes the little boy inside Goodbye, little boy Goodbye, little boy Goodbye, little boy Goodbye, little boy Goodbye, little boy I'm trapped I'm gone, I'm gone and I'm always in a brand new place I'm gone, I'm gone and I'm always in a brand new place I'm gone, I'm gone but I'm always in a brand new place I'm gone, I'm gone but I'm always in a brand new place And even though I'm here and now I'm never really anywhere 'Cause it's a bullshit game It's a bullshit game It's a bullshit game And I'm trapped Trapped Trapped",Iggy Pop
"When I gave up on you I took my time Waiting for reasons to change my mind But there were none My fever won, so it was clear to me That we should be done Even though it was breaking my heart You were perfect at the start So right, that’s why Goodbye, so hard to say And that’s the reason I haven’t known that he walked away Away When I gave up on you, I gave up slowly Waiting for reasons to keep us going But there were none My fever won, so it was clear to me That we should be done Even though it was breaking my heart You were perfect at the start So right and that’s why Goodbye, so hard to say And that’s the reason I haven’t known that he walked away Away I tried hard as I could Sometimes people try harder than they should Than they should We were one in a million galaxies One on a million wasn't good enough for me We were one in a million and you know it’s true One on a million wasn't good enough for you When I gave up on you I took my time Waiting for reasons to change my mind But there were none But there were none Goodbye, so hard to say And that’s the reason I haven’t known that he walked away Away I tried hard as I could Sometimes people try harder than they should Than they should",Blondie
"Let's go I'm painting, I'm painting again I'm painting, I'm painting again I'm cleaning, I'm cleaning again I'm cleaning, I'm cleaning my brain Pretty soon now, I will be bitter Pretty soon now, will be a quitter Pretty soon now, I will be bitter You can't see it 'til it's finished I don't have to prove that I am creative I don't have to prove that I am creative All my pictures are confused And now I'm going to take me to you",Talking Heads
I was a wing in heaven blue I'll earn the ocean and Soared in the rain And I was free I needed nobody It was beautiful It was beautiful I was a pawn Couldn't make a move Couldn't go nowhere Nowhere to go Yet I was free I needed nobody It was beautiful It was beautiful And if there's one thing Could do for you You'd be a wing In heaven blue I was a vision In another eye And I saw nothing No future at all Yet I was free I needed nobody It was beautiful It was beautiful And if there's one thing Could do for you You'd be a wing In heaven blue And if there's one thing Could do for you You'd be a wing In heaven blue And if there's one thing Could do for you You'd be a wing In heaven blue,Patti Smith
I was a wing in heaven blue Soared over the ocean Soared over Spain And I was free Needed nobody It was beautiful It was beautiful I was a pawn Didn't have a move Didn't have nowhere That I could go But I was free I needed nobody It was beautiful It was beautiful And if there's one thing Could do for you You'd be a wing In heaven blue I was a vision In another eye And they saw nothing No future at all Yet I was free I needed nobody It was beautiful It was beautiful And if there's one thing Could do for you You'd be a wing In heaven blue And if there's one thing Could do for you You'd be a wing In heaven blue And if there's one thing Could do for you You'd be a wing In heaven blue,Patti Smith
Rebellion has a heart Breaking as the dawn Bursting into song Bursting into song Bird in the hand Another role to play Mocking as the jay Mocking as the jay She's the silent one In her soft boots Racing through the flames Racing through the flames She's the silent one In her soft boots Trawling her bow And her only truth Rebellion is an arrow Wired to the sun Igniting everyone Igniting everyone Bird in the hand Another role to play Mocking as the jay Mocking as the jay She's the silent one In her soft boots Racing through the flames Racing through the flames She's the silent one In her soft boots Mocking as the jay And she'll be mocking you,Patti Smith
"You're boned like a saint With the consciousness of a snake You're the kind of girl I'd like to find Face like an angel But you're boned like the devil Your eyes have shifted from me Everyone saw what you did You have slipped from beneath me Like a false nervous squid Oh, no more horses, horses We're going to swim like a fish Into the hole in which you planned to ditch me My lovely Vera Marie Planned to leave me cold But you'll never get your wish On the twenty fourth of May I gather up your reins You filled me with a vengeance And you touched me with your breath I'm gonna pull you from this dance You're gonna ride so easily Oh, no more horses, horses We're going to swim like a fish Into the hole in which you planned to ditch me My lovely Vera Marie Hey! Come on, Vera Oh, no more horses, horses We're going to swim like a fish Into the hole in which you planned to ditch me My lovely Vera Marie I was your victim I was well deceived Hell's built on regret But I love your naked neck And evil lies that you told me Made me believe you're two-faced But there's two faces have you And they're both gonna jump Oh, no more horses, horses We're going to swim like a fish Into the hole in which you planned to ditch me My lovely Vera Marie",Blue Öyster Cult
"So messed up, I want you here In my room, I want you here Now we're gonna be face-to-face And I'll lay right down in my favorite place And now I want to be your dog Now I want to be your dog Now I want to be your dog Well, come on Now I'm ready to close my eyes And now I'm ready to close my mind And now I'm ready to feel your hand And lose my heart on the burning sands And now I want to be your dog And now I wanna be your dog Now I want to be your dog Well, come on",R.E.M.
I was dreaming in my dreaming Of an aspect bright and fair And my sleeping it was broken But my dream it lingered near In the form of shining valleys Where the pure air recognized And my senses newly opened I awakened to the cry That the people have the power To redeem the work of fools Upon the meek the graces shower It' s decreed the people rule The people have the power The people have the power The people have the power The people have the power Vengeful aspects became suspect And bending low as if to hear And the armies ceased advancing Because the people had their ear And the shepherds and the soldiers Lay beneath the stars Exchanging visions And laying arms To waste in the dust In the form of shining valleys Where the pure air recognized And my senses newly opened I awakened to the cry Where there were deserts I saw fountains Like cream the waters rise And we strolled there together With none to laugh or criticize And the leopard And the lamb Lay together truly bound I was hoping in my hoping To recall what I had found I was dreaming in my dreaming God knows a purer view As I surrender to my sleeping I commit my dream to you Where there were deserts I saw fountains Like cream the waters rise And we strolled there together With none to laugh or criticize And the leopard And the lamb Lay together truly bound I was hoping in my hoping To recall what I had found I was dreaming in my dreaming God knows a purer view As I surrender to my sleeping I commit my dream to you The power to dream to rule To wrestle the world from fools It' s decreed the people rule It' s decreed the people rule I believe everything we dream Can come to pass through our union We can turn the world around We can turn the earth' s revolution We have the power People have the power,Patti Smith
"Oh, help me in my weakness,"" I heard the drifter say, As they carried him from the courtroom And were taking him away. ""My trip hasn't been a pleasant one And my time it isn't long, And I still do not know What it was that I've done wrong."" Well, the judge, he cast his robe aside, A tear came to his eye, ""You fail to understand,"" he said, ""Why must you even try?"" Outside, the crowd was stirring, You could hear it from the door. Inside, the judge was stepping down, While the jury cried for more. ""Oh, stop that cursed jury,"" Cried the attendant and the nurse, ""The trial was bad enough, But this is ten times worse."" Just then a bolt of lightning Struck the courthouse out of shape, And while ev'rybody knelt to pray The drifter did escape.",Patti Smith
"This is the girl For whom all tears fall This is the girl Who was having a ball Just a dark smear masking the eyes Spirited away, hurrying inside This is the girl That crossed the bind This is the song about smothering vine Twisted as laurels to crown her head Raised as a reef upon her bed This is the girl This the blind that turned in wine This is the wine of the house, it is said This is the girl who yearned to be heard So much for cradling a smouldering bird This is the girl This is the girl This is the girl For whom all tears fall This is thegdirl Who was having a ball This is the girl For whom all tears have shed This is the wine of the house, it is said This the blind that turned in wine This is the wine of the house, it is said This is the girl who yearned to be heard So much for cradling a smouldering bird This is the girl This is the girl This is the girl",Patti Smith
"Oh chariot of insect Oh crown of wind Two royal leopards run with him On a golden lead of tapered vine Oh the blood sky, oh the blood sky Vine of a god running wild Oh golden seed who made the winged child Run, run my little one Run out to sea Run, run my little one What do you seek? The canvas is high The scheme of a life Written in the wind The pen, the knife Run my little one Breathe a hymn Breathe my little one A hymn to him To him The master is calling, calling The canvas is high The scheme of a life Written in the wind The pen, the knife Run, run out to sea Run my little one What do you seek? If you were his eyes If you were his dreams The whole of the sky could not contain you So run, run, run out to sea Run my little one Breathe a hymn for him For thee",Patti Smith
"Night a nine of diamonds A woman lay and cries At the sister of Mercy On a Sabbath day Night a nine of diamonds As revelers commence To shiver as she bore In a babe, a radiance Brave in constant motion Wherein perfection brews Darkness as his brother Mischief as his moon Summoning beneath With his gypsy moves Yearning as the foal Shy and beautiful Every card he drew Had a different face Lingering and lost Unholy holy ghosts I tend to play them all He spoke with confidence Another kind of strange To shift in loneliness He sought not for himself The empire he would find Save the golden womb He enter in his mind We will die a littler The rogues whistling Nine blue-eyed sailors Tip their caps to him As he passes through them More vagabond than king With diamonds on his sleeves Like a harlequin",Patti Smith
"Last night in Konya a voice carried me To the pulpit of the arrow - did you hear it too? The oracle was written on a silver leaf Last night I read the words - did you read them too? Aah Precious heart, precious seed, precious life conceived In the ring of fire, in the sleep of peace Nothing stops desire for the human beat Last night was a rapture in the mosaic sky Dropping shards of love, dropping shards of love Aah Precious heart, precious seed, precious life conceived In the ring of fire, in the sleep of peace Nothing stops desire for the human beat I hunger for the cooling flame, I hunger for the infinite game Last night in Konya a voice carried me To the pulpit of the arrow - did you hear it too? The oracle was written on a silver leaf Last night I read the words - did you read them too? Devour me, yeah devour me Oh Precious heart, oh precious seed, oh precious life conceived In a ring of fire, in a sleep of peace Nothing stops desire for the human beat - the human beat",Patti Smith
"At the edge of the world Where you were no one Yet you were the girl The only one At the edge of the world In the desert heat One shivering star Sweet indiscreet I knew you When we were young I knew you Now you're gone In a little Narcissus pool Drawn by its spell We saw ourselves Raw excitable I knew you When we were young I knew you Now you're gone We didn't know The precariousness Of our young powers All the emptiness Wild,wild hair Sad,sad eyes White shirt black tie You were mine You grabbed the ring Of the carousel Tangoing From Heaven to Hell I knew you",Patti Smith
"In Arezzo I dreamed a dream Of Saint Francis who kneeled and prayed For the birds and the beasts and all humankind. All through the night I felt drawn in by him And I heard him call Like a distant hymn I retreated from the silence of my room Stepping down the ancient stones washed with dawn And entered the basilica that bore his name Seeing his effigy I bowed my head And my racing heart I gave to him I kneeled and prayed And the sleep that I could not find in the night I found through him I saw before me the world of his world The bright fields, the birds in abundance All of nature of which he sang Singing of him All the beauty that surrounded him as he walked His nature that was nature itself And I heard him - I heard him speak And the birds sang sweetly And the wolves licked his feet. (O Signore, fa' che sia strumento della tua Pace: Dove c’è odio, lascia che sia Amore. Dove c’è offesa, Perdono. Dove c’è dubbio, Fede. Dove c’è disperazione, Speranza. Dove c’è oscurità, Luce. Dove c’è tristezza, Gioia. Fa' ch'io non cerchi tanto Di essere consolato, quanto consolare. Di essere compreso, quanto comprendere. Di essere amato, quanto amare.) But I could not give myself to him I felt another call from the basilica itself The call of art - the call of man And the beauty of the material drew me away And I awoke, and beheld upon the wall The dream of Constantine The handiwork of Piero della Francesca Who had stood where I stood With his brush stroked The Legend of the True Cross He envisioned Constantine advancing to greet the enemy But as he was passing the river An unaccustomed fear gripped his bowels An anticipation so overwhelming that it manifested in waves All through the night a dream drew toward him As an advancing Crusade He slept in his tent on the battlefield While his men stood guard And an angel awoke him Constantine within his dream awoke And his men saw a light pass over the face of the King The troubled King And the angel came and showed to him The sign of the true cross in heaven And upon it was written In this sign shall thou conquer In the distance the tents of his army were lit by moonlight But another kind of radiance lit the face of Constantine And in the morning light The artist, seeing his work was done Saw that it was good In this sign shall thou conquer He let his brush drop and passed into a sleep of his own And he dreamed of Constantine carrying into battle in his right hand An immaculate, undefiled single white Cross Piero della Francesca, as his brush stroked the wall Was filled with a torpor And fell into a dream of his own From the geometry of his heart he mapped it out He saw the King rise, fitted with armor Set upon a white horse An immaculate cross in his right hand. He advanced toward the enemy And the symmetry, the perfection of his mathematics Caused the scattering of the enemy Agitated, broken, they fled And Piero della Francesca waking, cried out All is art - all is future! Oh Lord let me die on the back of adventure With a brush and an eye full of light But as he advanced in age The light was shorn from his eyes And blinded, he laid upon his bed On an October morning 1492, and whispered Oh Lord let me die on the back of adventure Oh Lord let me die on the back of adventure And a world away - a world away On three great ships Adventure itself as if to answer Pulling into the New World And as far as his eyes could see No longer blind All of nature unspoiled - beautiful - beautiful In such a manner that would have lifted the heart of St. Francis Into the realm of universal love Columbus stepped foot on the New World And witnessed beauty unspoiled All the delights given by God As if an Eden itself, as if Eden had opened her heart to him And opened her dress And all of her fruit gave to him And Columbus so overwhelmed Fell into a sleep of his own All the world in his sleep All of the beauty, all of the beauty entwined with the future The twenty-first century Advancing like the angel Advancing like the angel That had come To Constantine Constantine in his dream Oh this is your cross to bear Oh Lord Oh Lord let me deliver Hallowed adventure to all mankind In the future Oh art cried the painter Oh art - Oh art - cried the angel Art the great material gift of man Art that hath denied The humble pleas of St. Francis Oh thou Artist All shall crumble into dust Oh thou navigator The terrible end of man This is your gift to mankind This is your cross to bear And Columbus saw all of nature aflame The apocalyptic night And the dream of the troubled King Dissolved into light",Patti Smith
"Loyalty rests in the heart of a dog Don't set all your eggs on the back of a frog You can lick it twice but it won't lick you And salvating salvation gone so long so Loyalty lives and we don't know why And the paw is pressed against the nerve of the sky You can leave him behind but he won't leave you And the road to Heaven is true - true blue Banga Say - Banga Say - Banga Loyalty lives and we don't know why And his paws are pressed to the spine of the sky You can leave him twice, but he won't leave you And the way to Heaven is true - true blue Say - Banga Say - Banga Say - Banga Say - Banga",Patti Smith
Come be my April Fool Come you're the only one Come on your rusted bike Come we'll break all the rules We'll ride like writers ride Neither rich nor broke We'll race through alleyways In our tattered cloaks so Come be my April Fool Come we'll break all the rules We'll burn all of our poems Add to God's debris We'll pray to all of our saints Icons of mystery We'll tramp through the mire When our souls feel dead With laughter we'll inspire Then back to life again Come you're the only one Come be my April Fool Come come Be my April Fool We'll break all the rules,Patti Smith
"We were going to see the world In this land We placed Baptismal fonts And an infinite number were baptized And they called us ""Carabi"" Which means ""Men of Great Wisdom"" Where are you going, And are you going anywhere? Where are you going Send me a letter, if you go at all Ahh, the salvation of souls, But wisdom we had not For these people had neither King nor Lord And bowed to no one And they had lived in their own liberty Where are you going, And are you going anywhere? Going in circles Going in circles, anywhere I saw the new The inconstant shifting of fortune And now I write to you Words that have not been written Words from the New World Tracing the circles Moving across my eyes Lying on a ship And gazing at the western skies Tracing lazy circles in the sky Hey! Wake Up! Wake Up! Where are you going, And are you going anywhere? Where are you going Send me a letter, if you go at all It's such a delight To watch them dance Be it sacrifice or romance Free of all the things that we hold dear Is that clear, Your Excellency? And I guess it's time to go but I gotta send you just a few more lines From the New World Tracing the circles Moving across my eyes Lying on a ship And gazing at the western skies Tracing lazy circles in the sky Tracing lazy circles in the sky Tracing lazy circles And the sky opened And we laid down our armour And we danced Naked as they Baptized in the rain Of the New World",Patti Smith
Hold me close and tell me how you feel Tell me love is real Words of love you whisper soft and true Darling I love you Let me hear you say the words I long to hear Darling when you're near Words of love you whisper soft and true Darling I love you,Patti Smith
I was dreaming in my dreaming Of an aspect bright and fair And my sleeping it was broken But my dream it lingered near In the form of shining valleys Where the pure air recognized And my senses newly opened I awakened to the cry That the people have the power To redeem the work of fools From the meek the graces shower It's decreed the people rule People have the power People have the power People have the power People have the power Vengeful aspects became suspect And bending low as if to hear And the armies ceased advancing Because the people had their ear And the shepherds and the soldiers And they lay among the stars Exchanging visions And laying arms To waste in the dust In the form of shining valleys Where the pure air recognized And my senses newly opened I awakened to the cry People have the power People have the power People have the power People have the power Where there were deserts I saw fountains Like cream the waters rise And we strolled there together With none to laugh or criticize And the leopard And the lamb Lay together truly bound I was hoping in my hoping To recall what I had found I was dreaming in my dreaming God knows a purer view As I lay down to my sleeping I commit my dream to you People have the power People have the power People have the power People have the power The power to dream to rule To wrestle the earth from fools It's decreed the people rule It's decreed the people rule I believe everything we dream Can come to pass through our union We can turn the world around We can turn the earth's revolution We have the power People have the power People have the power People have the power The power to dream to rule To wrestle the earth from fools It's decreed the people rule It's decreed the people rule We have the power We have the power The people have the power We have the power,Patti Smith
"Yellow circus left the stakes a broken ropes world's useless mug The ties that bind, ha ha I can be bad poet Street poet Shit poet Kind poet too Subway Almost four a.m. Halloween night Had enough to drink to make my own party All my fellow writers in half costume, half asleep Half silly, gone to seed I don't mark my time with dates, holidays, faded wisdom, locked karma holders Convenient I am made by my times I am a creation of now Shaken with the cracks and crevices I'm not giving up easy I will not fold I don't have much But what I have is gold I saw your face I sing in platinum I dress in brass I eat in zinc Let it pass Compare toast I like that I understand courage I still roll with the shout of a character I was married to today I try to see outside myself I understand the eyes Excuse all the highs Sorry I am sorry Ha ha I like you, love you, every coast of you. I've seen your eddies and tides and hurricanes and cyclones. Low ebb tide and high, full moon. Up close and distant. I read you. Look, the sky, the sea, the ocean, the sun, the moon. Blue, blue, blue, blue, blue, blue, blue blue, blue, blue, blue, blue. Naked and blue. Breathing with you. Touch. Change. Shift. Allow air. Window open. Drift. Drift away. Into now. I want Whitman proud. Patti Lee proud. My brothers proud. My sisters proud. I want me. I want it all. I want sensational. Irresistible. This is my time and I am thrilled to be alive. Living. Blessed. I understand. Twentieth century: Collapse into now Cinderella boy You've lost your shoe Cinderella boy Your coach awaits A sun makes shadows All over your face As you sit Naked and blue Into me Discover Discover Discover Discover Discover Discover Discover",R.E.M.
"So, you want to be a rock 'n roll star Well, listen now to what I say Get yourself an electric guitar And take some time and learn how to play And when your hair's combed right And your pants are tight, it's gonna be all right With time you go downtown To the agent man, he won't let you down Sell your soul to the company They're all waiting there to sell plastic wares And in a week or two, if you make the charts The girls will tear you apart What you pay for these riches and fame? Well, it's all a vicious game, you're a little insane What you get is the public acclaim Don't forget who you are, you're a rock 'n roll star Na, na na, na na na, na na Na na, na na, na na na Hey you, come here, get up Ah, this is the era where everybody creates Recognize my face? They call me broken glass That's because of the sounds [Incomprehensible] What you pay for all these riches and fame? Well, it's all a vicious game, you're a little insane Well, you're a little insane, oh a little insane Cause the thing that you gain is the public acclaim Don't forget who you are, don't forget who you are Don't forget who you are, you're a rock 'n roll star",Patti Smith
"We were talking About the space between us all And the people Who hide themselves behind a wall Of illusion, never glimpse the truth Then it's far too late, when they pass away We were talking About the love we all could share When we find it To try our best to hold it there With our love, with our love We could save the world if they only knew Try to realize it's all within yourself No one else can make you change And to see you're really only very small And life flows on within you and without you We were talking About the love that's gone so cold And the people Who gain the world and lose their soul They don't know, they can't see Are you one of them? When you've seen beyond yourself then you may find Peace of mind is waiting there And the time will come when you see we're all one And life flows on within you and without you",Patti Smith
"One pill makes you larger One pill makes you small And the one that mother gives you Don't do anything at all Go ask Alice When she's ten feet tall And if you go chasing rabbits And you know you're going to fall Tell 'em a hookah smoking caterpillar Has given you the call Call Alice When she was just small When men on the chessboard Get up and tell you where to go And you've just had some kind of mushroom And your mind is moving low Go ask Alice I think she'll know When logic and proportion Have fallen sloppy dead And the White Knight is talking backwards And the Red Queen's off with her head Remember what the dormouse said ""Feed your head, feed your head Feed your head""",Patti Smith
